11457371#2.30696854419474#48.9180615274893#GRESILLONS - LAURENT CELY#GENNEVILLIERS#bus
11457363#2.30766387535585#48.9182684025565#GRESILLONS - LAURENT CELY#GENNEVILLIERS#bus
